Case,year,Month,service,departure station,arrival_station,journey_time_avg,total_num_trips,num_of_canceled_trains,comment_cancellations,num_late_at_departure,avg_delay_late_at_departure,avg_delay_all_departing,comment_delays_at_departure,num_arriving_late,avg_delay_late_on_arrival,avg_delay_all_arriving,comment_delays_on_arrival,delay_cause_external_cause,delay_cause_rail_infrastructure,delay_cause_traffic_management,delay_cause_rolling_stock,delay_cause_station_management,delay_cause_travelers,num_greater_15_min_late,avg_delay_late_greater_15_min,num_greater_30_min_late,num_greater_60_min_late
78,2015,3,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,337.4972376,181,0,#N/A,4,22,0.629834254,#N/A,17,43.29411765,5.690607735,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Poitiers le 8 (6 TGV; de 2h06 à 3h28), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant de jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un autre dérangement au niveau de  Poitiers le 23 (6 TGV; 18' à 2h10). On signalera également 4 actes de malvaillances (jets, intrusions) entre Toulouse et Bordeaux.",0.3125,0.3125,0.125,0.1875,0.0625,0,17,43.2941176,6,2
79,2015,3,National,PARIS NORD,ARRAS,53.02076677,314,1,#N/A,9,10.11111111,0.50798722,#N/A,17,11.29411765,-0.600638978,#N/A,0.333333333,0.333333333,0.133333333,0,0,0.2,2,25,1,0
80,2015,3,National,PARIS NORD,DUNKERQUE,122.9961686,262,1,#N/A,7,19.28571429,0.701149425,#N/A,17,21.88235294,1.75862069,#N/A,0.352941176,0.235294118,0.235294118,0.058823529,0.058823529,0.058823529,12,25.75,4,0
81,2015,3,National,LILLE,LYON PART DIEU,193.826087,277,1,#N/A,19,17.10526316,1.710144928,#N/A,15,30.4,2.807971014,#N/A,0.066666667,0.066666667,0.333333333,0.266666667,0,0.266666667,13,33,4,1
82,2015,3,National,MARSEILLE ST CHARLES,LYON PART DIEU,100.8806922,550,1,#N/A,52,18.48076923,2.083788707,#N/A,85,29.77647059,7.313296903,#N/A,0.207317073,0.353658537,0.243902439,0.12195122,0.036585366,0.036585366,54,39.4444444,20,7
83,2015,3,National,RENNES,LYON PART DIEU,260.7029703,102,1,#N/A,4,10.5,0.594059406,#N/A,8,68.25,5.168316832,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Piolenc dans le Sud-Est le 28  (3 TGV; 31' à 92') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un incident d'origine électrique sur la région parisienne (6 TGV; 8' à 15').",0.5,0.25,0.125,0.125,0,0,8,68.25,3,1
84,2015,3,National,NANTES,STRASBOURG,325.9375,40,0,#N/A,1,19,0.8,#N/A,3,40,2.925,#N/A,0.333333333,0.666666667,0,0,0,0,3,40,1,1
85,2015,3,International,PARIS EST,STUTTGART,146.1291667,120,0,#N/A,5,15.8,0.758333333,#N/A,12,34,5.583333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,41,6,2
86,2015,3,International,PARIS LYON,GENEVE,172.6415525,219,0,#N/A,6,18,0.579908676,#N/A,11,21.72727273,1.99543379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,23.3333333,1,0
87,2015,3,International,ITALIE,PARIS LYON,257.298913,92,0,#N/A,15,16.2,3.032608696,#N/A,5,26.4,0.565217391,#N/A,0,0.2,0.6,0,0,0.2,5,26.4,2,0
88,2015,3,International,PARIS LYON,LAUSANNE,179.9906542,107,0,#N/A,5,12.4,0.635514019,#N/A,1,18,2.177570093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,18,0,0
89,2015,2,National,PARIS EST,STRASBOURG,141.6386768,400,7,#N/A,15,16.4,0.730279898,#N/A,33,30.42424242,3.872773537,#N/A,0.322580645,0.322580645,0.032258065,0.193548387,0.129032258,0,23,38.2608696,8,6
90,2015,2,National,PARIS LYON,AVIGNON TGV,159.7125813,461,0,#N/A,14,20.5,0.69197397,#N/A,28,24.57142857,2.355748373,#N/A,0.321428571,0.285714286,0.035714286,0.214285714,0.035714286,0.107142857,17,32.4705882,7,1
91,2015,2,National,PARIS LYON,BELLEGARDE (AIN),162.4618834,223,0,#N/A,9,10,0.609865471,#N/A,47,26.53191489,7.605381166,De fortes chutes de neige dans le Jura et les Alpes ont perturbé la circulation des TGV Paris-Genève en février,0.260869565,0.391304348,0.086956522,0.130434783,0.086956522,0.043478261,34,31.9117647,8,3
92,2015,2,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.8390244,206,1,#N/A,5,12.2,0.741463415,#N/A,7,30.28571429,0.107317073,#N/A,0.571428571,0,0.142857143,0.285714286,0,0,6,33.1666667,3,0
93,2015,2,National,PARIS LYON,GRENOBLE,183.7128099,242,0,#N/A,3,9.333333333,0.252066116,#N/A,17,55.76470588,3.925619835,La panne d'un TGV entre Lyon et Grenoble le 20 février a retardé 5 TGV de plus de 30 min,0.125,0.0625,0.4375,0.375,0,0,17,55.7647059,10,2
94,2015,2,National,MULHOUSE VILLE,PARIS LYON,167.2344828,290,0,#N/A,18,16.72222222,1.624137931,#N/A,15,27.93333333,0.706896552,#N/A,0.266666667,0.066666667,0.533333333,0.066666667,0,0.066666667,11,33.5454545,5,1
95,2015,2,National,PARIS LYON,NICE VILLE,337.622093,173,1,#N/A,6,25.16666667,1.069767442,#N/A,22,38.59090909,7.436046512,#N/A,0.210526316,0.105263158,0.368421053,0.210526316,0.052631579,0.052631579,22,38.5909091,11,3
96,2015,2,National,NIMES,PARIS LYON,177.0962963,270,0,#N/A,33,16.72727273,2.537037037,#N/A,28,25.71428571,2.148148148,#N/A,0.678571429,0.107142857,0.107142857,0,0,0.107142857,21,29.9047619,8,0
97,2015,2,National,PARIS MONTPARNASSE,ANGOULEME,157.173913,300,1,#N/A,11,20.90909091,0.963210702,#N/A,20,30.75,2.692307692,#N/A,0.294117647,0.411764706,0.058823529,0.176470588,0.058823529,0,14,39.2142857,5,3
98,2015,2,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,211.197411,619,1,#N/A,53,19.98113208,2.370550162,#N/A,53,42.16981132,3.745954693,"Cette destination a été touchée par 4 incidents externes dont deux survenus sur la Ligne à Grande Vitesse : un accident de personne à Rouvray le 7/02 (19 TGV retardés de 30min à 4h04) & un autre le 18/02 près de Paris (26 TGV retardés de 12 à 48min) ; le heurt d’un chevreuil à Dollon le 01/02 retarde 33 TGV (11min à 2h34), celui d’un sanglier le 20/02 vers Angoulême touche 5 TGV (14min à 4h) . Par ailleurs, un dérangement lié à une autre entreprise ferroviaire de transport de marchandises le 4/02 au Nord de Poitiers ralentit 6 TGV (13 à 54min), un autre à Massy  le 11/02 touche 16 TGV (11 à 38min) & on compte également deux incidents caténaires les 16 & 18/02 : le premier sur la Ligne à Grande Vitesse (37 TGV de 16min à 1h41) & le second à Massy-Verrières en région parisienne (22 TGV de 13min à 3h37). Enfin une défaillance de Matériel à Massy le 19/02 pénalise 16 TGV (15min & 1h47).",0.458333333,0.229166667,0.125,0.166666667,0,0.020833333,53,42.1698113,21,9
99,2015,2,National,PARIS NORD,ARRAS,53.04464286,280,0,#N/A,16,24.25,1.610714286,#N/A,25,21.6,0.939285714,#N/A,0.173913043,0.434782609,0.086956522,0.086956522,0.173913043,0.043478261,11,39,5,2
100,2015,2,National,DOUAI,PARIS NORD,84.95263158,190,0,#N/A,8,12.25,0.947368421,#N/A,19,13.10526316,-0.584210526,#N/A,0.222222222,0.388888889,0.222222222,0.111111111,0.055555556,0,5,21.2,1,0
101,2015,3,National,PARIS EST,NANCY,96.84745763,295,0,#N/A,11,18.36363636,0.854237288,#N/A,14,30.92857143,0.369491525,#N/A,0.461538462,0.076923077,0,0.230769231,0.153846154,0.076923077,13,32.3076923,4,2
102,2015,3,National,NANCY,PARIS EST,95.83843537,294,0,#N/A,8,19.125,0.857142857,#N/A,15,22.53333333,0.105442177,#N/A,0.785714286,0,0.071428571,0.071428571,0.071428571,0,10,27.8,2,1
103,2015,3,National,PARIS LYON,BELLEGARDE (AIN),164.0730594,219,0,#N/A,6,18,0.579908676,#N/A,14,21.21428571,2.648401826,#N/A,0.636363636,0.181818182,0,0.181818182,0,0,10,24.4,1,0
104,2015,3,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.5926829,205,0,#N/A,2,6,0.287804878,#N/A,2,12.5,-2.229268293,#N/A,0,0,0.5,0.5,0,0,0,0,0,0
105,2015,3,National,PARIS LYON,DIJON VILLE,98.02107728,427,0,#N/A,11,12.72727273,0.456674473,#N/A,9,22,0.007025761,#N/A,0.333333333,0.222222222,0,0.222222222,0.222222222,0,4,33.25,2,1
106,2015,3,National,LYON PART DIEU,PARIS LYON,121.8829966,594,0,#N/A,45,11.15555556,1.627946128,#N/A,21,25.0952381,-0.949494949,#N/A,0.047619048,0.142857143,0.238095238,0.333333333,0.142857143,0.095238095,11,36.2727273,4,1
107,2015,3,National,PARIS LYON,MULHOUSE VILLE,169.2068345,278,0,#N/A,7,13.14285714,0.510791367,#N/A,7,15.85714286,0.798561151,#N/A,0.428571429,0.285714286,0,0.285714286,0,0,2,22,0,0
108,2015,3,National,PARIS LYON,VALENCE ALIXAN TGV,132.9312977,263,1,#N/A,9,22.22222222,0.854961832,#N/A,12,29.5,1.84351145,#N/A,0.25,0,0,0.5,0.25,0,11,31.1818182,4,0
109,2015,3,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.18326271,472,0,#N/A,37,14.67567568,1.883474576,#N/A,28,25.82142857,2.11440678,#N/A,0.37037037,0.333333333,0.037037037,0.111111111,0.111111111,0.037037037,18,33.2222222,9,2
110,2015,3,National,ANGOULEME,PARIS MONTPARNASSE,154.6629213,356,0,#N/A,23,11.91304348,1.441011236,#N/A,18,34.61111111,1.797752809,#N/A,0.3125,0.3125,0.3125,0,0.0625,0,15,39,8,1
111,2015,3,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,209.7697947,682,0,#N/A,70,13.91428571,1.96627566,#N/A,44,40.11363636,3.431085044,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Poitiers le 8 (6 TGV; de 2h06 à 3h28), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un autre dérangement au niveau de  Poitiers le 23 (6 TGV; 18' à 2h10).",0.4,0.3,0.15,0.1,0.05,0,44,40.1136364,18,4
112,2015,3,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,197.5630631,222,0,#N/A,2,23.5,0.355855856,#N/A,13,43,4.486486486,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Poitiers le 8 (6 TGV; de 2h06 à 3h28), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un dérangement à Lusignan le 19 (3 TGV; de 12' à 1h38) et un autre au niveau de  Poitiers le 23 (6 TGV; 18' à 2h10). Par ailleurs, des limitations inopinées de vitesse entre Poitiers et Niort ont touché tous les trains du 29 au 31.",0.083333333,0.75,0.083333333,0,0.083333333,0,13,43,3,2
113,2015,3,National,QUIMPER,PARIS MONTPARNASSE,289.134715,193,0,#N/A,1,22,0.155440415,#N/A,16,41.375,3.352331606,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse le 2 (28 TGV; de 13' à 58'), 2 accidents de personne à Vannes le 6 (6 TGV; de 13' à 1h51) et à Cesson le 26 (11 TGV; 12' à 2h24'), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33'), un incendie aux abords des voies vers Laval le 23  (7 TGV; 22' à 2h05) ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 et un incident caténaire le 22 vers Redon (9 TGV; de 12' à 80').",0.375,0.5,0.125,0,0,0,16,41.375,7,3
114,2015,3,National,RENNES,PARIS MONTPARNASSE,135.5833333,576,0,#N/A,35,16.8,1.354166667,#N/A,35,36.17142857,2.038194444,#N/A,0.470588235,0.323529412,0.147058824,0.029411765,0.029411765,0,28,41.9642857,11,6
115,2015,3,National,ST MALO,PARIS MONTPARNASSE,193.5882353,102,0,#N/A,1,48,0.539215686,#N/A,5,27.2,1.088235294,#N/A,0.4,0.4,0.2,0,0,0,5,27.2,1,0
116,2015,3,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,330.8256579,152,0,#N/A,2,16.5,0.269736842,#N/A,7,39.57142857,3.394736842,#N/A,0.857142857,0,0,0,0.142857143,0,7,39.5714286,4,1
117,2015,3,National,TOURS,PARIS MONTPARNASSE,75.97572816,206,0,#N/A,4,8.5,0.291262136,#N/A,15,10.06666667,1.383495146,#N/A,0.142857143,0.428571429,0.142857143,0.214285714,0.071428571,0,2,21.5,0,0
118,2015,3,National,ARRAS,PARIS NORD,56.59766764,343,0,#N/A,29,11.5862069,1.39941691,#N/A,36,16.16666667,-0.346938776,#N/A,0.352941176,0.294117647,0.235294118,0.029411765,0.058823529,0.029411765,17,24.7058824,4,0
119,2015,3,National,PARIS NORD,DOUAI,71.11538462,209,1,#N/A,4,10,0.466346154,#N/A,15,12.53333333,0.855769231,#N/A,0.5,0.285714286,0,0,0.071428571,0.142857143,3,28.6666667,1,0
120,2015,3,National,PARIS NORD,LILLE,65.44745223,628,0,#N/A,35,16.34285714,1.119426752,#N/A,40,16.375,0.364649682,#N/A,0.333333333,0.166666667,0.111111111,0.138888889,0.111111111,0.138888889,16,27,5,0
121,2015,3,National,LYON PART DIEU,MARSEILLE ST CHARLES,101.8380872,597,1,#N/A,99,19.58585859,4.087248322,#N/A,94,29.37234043,5.69295302,#N/A,0.265957447,0.127659574,0.234042553,0.223404255,0.042553191,0.106382979,74,33.6351351,28,9
122,2015,3,National,LYON PART DIEU,RENNES,261.2696629,89,0,#N/A,28,16.46428571,6.539325843,#N/A,4,46.5,3.640449438,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Piolenc dans le Sud-Est le 28  (3 TGV; 31' à 92') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un incident d'origine électrique sur la région parisienne (6 TGV; 8' à 15').",0.5,0.25,0.25,0,0,0,4,46.5,2,1
123,2015,3,International,PARIS EST,FRANCFORT,103.4916667,120,0,#N/A,7,9.571428571,0.658333333,#N/A,9,19.44444444,1.983333333,#N/A,0.25,0,0,0.5,0.25,0,4,29.25,1,0
124,2015,3,International,STUTTGART,PARIS EST,147.6101695,118,0,#N/A,30,13.26666667,5.186440678,#N/A,16,22,3.644067797,#N/A,0.0625,0.0625,0.8125,0.0625,0,0,9,29.5555556,3,0
125,2015,3,International,GENEVE,PARIS LYON,173.2918455,233,0,#N/A,11,12.54545455,1.545064378,#N/A,6,25.16666667,-1.587982833,#N/A,0.5,0.25,0.25,0,0,0,4,30.5,1,0
126,2015,3,International,PARIS LYON,ITALIE,257.8277778,90,0,#N/A,1,12,0.388888889,#N/A,5,22.6,3.811111111,#N/A,0,0.4,0.2,0.2,0.2,0,5,22.6,0,0
127,2015,3,International,ZURICH,PARIS LYON,142.4207317,164,0,#N/A,8,29,1.682926829,#N/A,9,29.88888889,-0.353658537,#N/A,0.333333333,0.111111111,0.444444444,0,0.111111111,0,6,38.8333333,3,1
128,2017,12,National,PARIS EST,NANCY,94.97222222,289,1,#N/A,13,12.44487179,0.900694444,#N/A,11,26.27121212,1.478414352,#N/A,0.2,0.1,0.2,0.5,0,0,7,1.478414352,4,0
129,2017,12,National,REIMS,PARIS EST,46.35211268,213,0,#N/A,31,10.0344086,2.216040689,#N/A,32,12.12760417,2.172926448,#N/A,0.066666667,0.2,0.133333333,0.4,0.066666667,0.133333333,8,2.172926448,1,0
130,2017,12,National,PARIS LYON,AVIGNON TGV,159.7583333,481,1,#N/A,38,20.77587719,1.487534722,#N/A,83,38.8502008,8.000416667,#N/A,0.316455696,0.17721519,0.189873418,0.253164557,0.025316456,0.037974684,57,8.000416667,35,12
131,2017,12,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.7180851,188,0,#N/A,12,15.8,0.893351064,#N/A,16,42.03645833,5.285638298,Arrachement de la caténaire sur LGV,0,0.25,0.3125,0.3125,0.125,0,10,5.285638298,2,2
132,2017,12,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.0114068,268,5,#N/A,94,20.38014184,7.99391635,#N/A,80,33.32104167,10.66749049,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.295774648,0.309859155,0.267605634,0.070422535,0.042253521,0.014084507,62,10.66749049,29,11
133,2017,12,National,DIJON VILLE,PARIS LYON,98.12866817,443,0,#N/A,130,17.33102564,6.180737397,#N/A,50,48.01633333,5.475808879,Absence de contrôle d’aiguille,0.265306122,0.224489796,0.326530612,0.102040816,0.040816327,0.040816327,38,5.475808879,17,12
134,2017,12,National,PARIS LYON,GRENOBLE,181.7193676,253,0,#N/A,24,22.62152778,2.123517787,#N/A,42,41.3968254,7.91027668,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.25,0.225,0.3,0.175,0.05,0,33,7.91027668,19,7
135,2017,12,National,MACON LOCHE,PARIS LYON,99.36866359,225,8,#N/A,111,17.68288288,9.877803379,#N/A,53,27.47578616,7.355376344,Arrachement de la caténaire sur LGV,0.225,0.1,0.425,0.15,0.075,0.025,35,7.355376344,12,5
136,2017,12,National,PARIS LYON,MARSEILLE ST CHARLES,200.9472527,458,3,#N/A,36,23.32916667,1.702307692,#N/A,61,43.0852459,6.634395604,Coupure d’urgence suite à la présence de papier dans la caténaire en sortie de la gare de Marseille St-Charles,0.316666667,0.233333333,0.1,0.3,0.033333333,0.016666667,45,6.634395604,27,13
137,2017,12,National,PARIS LYON,MONTPELLIER,208.7839721,288,1,#N/A,30,16.29,1.566376307,#N/A,41,41.45365854,5.7029036,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.41025641,0.205128205,0.076923077,0.230769231,0.051282051,0.025641026,32,5.7029036,16,7
138,2017,12,National,MONTPELLIER,PARIS LYON,205.8924419,346,2,#N/A,57,17.42192982,3.53502907,#N/A,53,40.25471698,5.957945736,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.44,0.28,0.14,0.1,0.02,0.02,45,5.957945736,21,10
139,2017,12,National,MULHOUSE VILLE,PARIS LYON,168.6635514,321,0,#N/A,31,22.53817204,3.059241952,#N/A,36,45.24907407,5.357061267,Absence de contrôle d’aiguille,0.285714286,0.228571429,0.314285714,0.114285714,0.028571429,0.028571429,26,5.357061267,16,11
140,2017,12,National,NIMES,PARIS LYON,176.2824207,349,2,#N/A,71,18.2786385,4.598511047,#N/A,53,40.25471698,5.93376561,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.44,0.28,0.14,0.1,0.02,0.02,45,5.93376561,21,10
141,2017,12,National,PARIS LYON,PERPIGNAN,308.30625,160,0,#N/A,21,15.1468254,1.790104167,#N/A,24,55.41319444,9.4315625,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.375,0.333333333,0.166666667,0.083333333,0,0.041666667,24,9.4315625,13,7
142,2017,12,National,PARIS LYON,TOULON,237.4586466,273,7,#N/A,25,20.764,1.815100251,#N/A,45,52.75185185,8.898245614,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.365853659,0.268292683,0.146341463,0.195121951,0,0.024390244,45,8.898245614,21,11
143,2017,12,National,TOULON,PARIS LYON,240.118705,280,2,#N/A,60,17.53944444,4.532374101,#N/A,44,46.90681818,7.4808753,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.317073171,0.317073171,0.097560976,0.268292683,0,0,44,7.454062127,33,11
144,2017,12,National,PARIS MONTPARNASSE,ANGOULEME,125.8158996,241,2,#N/A,27,17.02592593,2.077336123,#N/A,45,20.48555556,6.261297071,#N/A,0.179487179,0.102564103,0.282051282,0.333333333,0.051282051,0.051282051,27,6.261297071,8,0
145,2017,12,National,ANGOULEME,PARIS MONTPARNASSE,125.6460905,266,23,#N/A,43,13.49186047,3.502674897,#N/A,52,25.26538462,7.698148148,#N/A,0.217391304,0.173913043,0.304347826,0.086956522,0.065217391,0.152173913,30,7.698148148,11,4
146,2017,12,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140.2893462,876,50,#N/A,154,20.84924242,4.2531477,#N/A,175,31.57371429,8.46275222,#N/A,0.255033557,0.255033557,0.22147651,0.147651007,0.073825503,0.046979866,118,8.46275222,59,15
147,2017,12,National,PARIS MONTPARNASSE,ST MALO,154.8686869,100,1,#N/A,9,22.22777778,2.357912458,#N/A,11,36.89393939,4.894276094,#N/A,0.444444444,0.333333333,0,0.222222222,0,0,10,4.894276094,7,2
148,2017,12,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,258.0225989,180,3,#N/A,10,17.63666667,0.999435028,#N/A,28,38.92321429,8.665348399,#N/A,0.35,0.25,0.15,0.25,0,0,28,8.665348399,11,3
149,2017,12,National,PARIS NORD,ARRAS,49.91489362,287,5,#N/A,26,20.34166667,2.095567376,#N/A,37,20.80990991,3.425295508,#N/A,0.258064516,0.096774194,0.225806452,0.193548387,0.193548387,0.032258065,19,3.377389277,9,1
